engineio.server, 929, 2022-09-15 19:32:47,929, 1a50a10a7a734f80b78be33229c56454: Sending packet MESSAGE data 0, INFO
engineio.server, 951, 2022-09-15 19:32:47,951, 1a50a10a7a734f80b78be33229c56454: Received packet MESSAGE data 0/chat, INFO
engineio.server, 952, 2022-09-15 19:32:47,952, 1a50a10a7a734f80b78be33229c56454: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 953, 2022-09-15 19:32:47,953, 1a50a10a7a734f80b78be33229c56454: Received request to upgrade to websocket, INFO
engineio.server, 961, 2022-09-15 19:32:47,961, 1a50a10a7a734f80b78be33229c56454: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 962, 2022-09-15 19:32:47,962, received event "joined" from 1a50a10a7a734f80b78be33229c56454 [/chat], INFO
socketio.server, 963, 2022-09-15 19:32:47,963, 1a50a10a7a734f80b78be33229c56454 is entering room しし [/chat], INFO
socketio.server, 965, 2022-09-15 19:32:47,965, emitting event "status" to しし [/chat], INFO
engineio.server, 965, 2022-09-15 19:32:47,965, bf18ee65ba724cd2bf401e22edf33622: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 966, 2022-09-15 19:32:47,966, 1a50a10a7a734f80b78be33229c56454: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 971, 2022-09-15 19:32:47,971, 1a50a10a7a734f80b78be33229c56454: Upgrade to websocket successful, INFO
engineio.server, 803, 2022-09-15 19:33:13,803, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 804, 2022-09-15 19:33:13,804, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 657, 2022-09-15 19:33:18,657, bf18ee65ba724cd2bf401e22edf33622: Received packet PING data None, INFO
engineio.server, 657, 2022-09-15 19:33:18,657, bf18ee65ba724cd2bf401e22edf33622: Sending packet PONG data None, INFO
engineio.server, 804, 2022-09-15 19:33:39,804, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 804, 2022-09-15 19:33:39,804, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 163, 2022-09-15 19:33:47,163, bf18ee65ba724cd2bf401e22edf33622: Received packet PING data None, INFO
engineio.server, 164, 2022-09-15 19:33:47,164, bf18ee65ba724cd2bf401e22edf33622: Sending packet PONG data None, INFO
engineio.server, 791, 2022-09-15 19:34:05,791, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 792, 2022-09-15 19:34:05,792, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 607, 2022-09-15 19:34:15,607, bf18ee65ba724cd2bf401e22edf33622: Received packet PING data None, INFO
engineio.server, 608, 2022-09-15 19:34:15,608, bf18ee65ba724cd2bf401e22edf33622: Sending packet PONG data None, INFO
engineio.server, 797, 2022-09-15 19:34:31,797, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 19:34:31,798, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 38, 2022-09-15 19:34:46,038, bf18ee65ba724cd2bf401e22edf33622: Client is gone, closing socket, INFO
engineio.server, 39, 2022-09-15 19:34:46,039, bf18ee65ba724cd2bf401e22edf33622: Client is gone, closing socket, INFO
engineio.server, 686, 2022-09-15 19:34:50,686, bf18ee65ba724cd2bf401e22edf33622: Received packet PING data None, INFO
engineio.server, 686, 2022-09-15 19:34:50,686, Receive error -- socket is closed, INFO
engineio.server, 308, 2022-09-15 19:34:53,308, 91dd23ad6c5340869b6629f64ede2823: Sending packet OPEN data {'sid': '91dd23ad6c5340869b6629f64ede2823', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 308, 2022-09-15 19:34:53,308, 91dd23ad6c5340869b6629f64ede2823: Sending packet MESSAGE data 0, INFO
engineio.server, 314, 2022-09-15 19:34:53,314, 91dd23ad6c5340869b6629f64ede2823: Received packet MESSAGE data 0/chat, INFO
engineio.server, 316, 2022-09-15 19:34:53,316, 91dd23ad6c5340869b6629f64ede2823: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 321, 2022-09-15 19:34:53,321, 91dd23ad6c5340869b6629f64ede2823: Received request to upgrade to websocket, INFO
engineio.server, 322, 2022-09-15 19:34:53,322, 91dd23ad6c5340869b6629f64ede2823: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 323, 2022-09-15 19:34:53,323, received event "joined" from 91dd23ad6c5340869b6629f64ede2823 [/chat], INFO
socketio.server, 323, 2022-09-15 19:34:53,323, 91dd23ad6c5340869b6629f64ede2823 is entering room しし [/chat], INFO
socketio.server, 324, 2022-09-15 19:34:53,324, emitting event "status" to しし [/chat], INFO
engineio.server, 324, 2022-09-15 19:34:53,324, 1a50a10a7a734f80b78be33229c56454: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 324, 2022-09-15 19:34:53,324, 91dd23ad6c5340869b6629f64ede2823: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 337, 2022-09-15 19:34:53,337, 91dd23ad6c5340869b6629f64ede2823: Upgrade to websocket successful, INFO
engineio.server, 800, 2022-09-15 19:34:57,800, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 801, 2022-09-15 19:34:57,801, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 738, 2022-09-15 19:35:19,738, 91dd23ad6c5340869b6629f64ede2823: Received packet PING data None, INFO
engineio.server, 738, 2022-09-15 19:35:19,738, 91dd23ad6c5340869b6629f64ede2823: Sending packet PONG data None, INFO
engineio.server, 800, 2022-09-15 19:35:23,800, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 803, 2022-09-15 19:35:23,803, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 797, 2022-09-15 19:35:49,797, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 19:35:49,798, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 245, 2022-09-15 19:35:58,245, 91dd23ad6c5340869b6629f64ede2823: Received packet PING data None, INFO
engineio.server, 246, 2022-09-15 19:35:58,246, 91dd23ad6c5340869b6629f64ede2823: Sending packet PONG data None, INFO
engineio.server, 803, 2022-09-15 19:36:15,803, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 803, 2022-09-15 19:36:15,803, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 445, 2022-09-15 19:36:23,445, 91dd23ad6c5340869b6629f64ede2823: Received packet PING data None, INFO
engineio.server, 446, 2022-09-15 19:36:23,446, 91dd23ad6c5340869b6629f64ede2823: Sending packet PONG data None, INFO
engineio.server, 798, 2022-09-15 19:36:41,798, 1a50a10a7a734f80b78be33229c56454: Received packet PING data None, INFO
engineio.server, 799, 2022-09-15 19:36:41,799, 1a50a10a7a734f80b78be33229c56454: Sending packet PONG data None, INFO
engineio.server, 428, 2022-09-15 19:37:02,428, 91dd23ad6c5340869b6629f64ede2823: Received packet PING data None, INFO
engineio.server, 429, 2022-09-15 19:37:02,429, 91dd23ad6c5340869b6629f64ede2823: Sending packet PONG data None, INFO
engineio.server, 525, 2022-09-15 20:41:45,525, Server initialized for eventlet., INFO
werkzeug, 531, 2022-09-15 20:41:45,531,  * Restarting with stat, INFO
engineio.server, 360, 2022-09-15 20:41:46,360, Server initialized for eventlet., INFO
werkzeug, 363, 2022-09-15 20:41:46,363,  * Debugger is active!, WARNING
werkzeug, 367, 2022-09-15 20:41:46,367,  * Debugger PIN: 141-603-018, INFO
engineio.server, 809, 2022-09-15 20:41:46,809, 93b1f7eff61f4fd68debe7464b47e546: Sending packet OPEN data {'sid': '93b1f7eff61f4fd68debe7464b47e546', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 810, 2022-09-15 20:41:46,810, 93b1f7eff61f4fd68debe7464b47e546: Sending packet MESSAGE data 0, INFO
engineio.server, 818, 2022-09-15 20:41:46,818, 93b1f7eff61f4fd68debe7464b47e546: Received packet MESSAGE data 0/chat, INFO
engineio.server, 819, 2022-09-15 20:41:46,819, 93b1f7eff61f4fd68debe7464b47e546: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 822, 2022-09-15 20:41:46,822, 93b1f7eff61f4fd68debe7464b47e546: Received request to upgrade to websocket, INFO
engineio.server, 830, 2022-09-15 20:41:46,830, 93b1f7eff61f4fd68debe7464b47e546: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 834, 2022-09-15 20:41:46,834, received event "joined" from 93b1f7eff61f4fd68debe7464b47e546 [/chat], INFO
socketio.server, 850, 2022-09-15 20:41:46,850, 93b1f7eff61f4fd68debe7464b47e546 is entering room しし [/chat], INFO
socketio.server, 851, 2022-09-15 20:41:46,851, emitting event "status" to しし [/chat], INFO
engineio.server, 851, 2022-09-15 20:41:46,851, 93b1f7eff61f4fd68debe7464b47e546: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 855, 2022-09-15 20:41:46,855, 93b1f7eff61f4fd68debe7464b47e546: Upgrade to websocket successful, INFO
engineio.server, 800, 2022-09-15 20:42:12,800, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 880, 2022-09-15 20:42:30,880, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 799, 2022-09-15 20:42:56,799, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 455, 2022-09-15 20:42:58,455, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 793, 2022-09-15 20:43:23,793, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 519, 2022-09-15 20:43:25,519, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 802, 2022-09-15 20:43:50,802, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 804, 2022-09-15 20:43:50,804, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 794, 2022-09-15 20:44:16,794, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 795, 2022-09-15 20:44:16,795, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 794, 2022-09-15 20:44:42,794, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 796, 2022-09-15 20:44:42,796, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 799, 2022-09-15 20:45:08,799, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 799, 2022-09-15 20:45:08,799, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 793, 2022-09-15 20:45:34,793, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 795, 2022-09-15 20:45:34,795, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 793, 2022-09-15 20:46:00,793, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 793, 2022-09-15 20:46:00,793, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 801, 2022-09-15 20:46:26,801, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 802, 2022-09-15 20:46:26,802, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 798, 2022-09-15 20:46:52,798, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 799, 2022-09-15 20:46:52,799, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 797, 2022-09-15 20:46:53,797, 358f825536994aa9944339ab4e9c78ed: Sending packet OPEN data {'sid': '358f825536994aa9944339ab4e9c78ed', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 798, 2022-09-15 20:46:53,798, 358f825536994aa9944339ab4e9c78ed: Sending packet MESSAGE data 0, INFO
engineio.server, 843, 2022-09-15 20:46:53,843, 358f825536994aa9944339ab4e9c78ed: Received packet MESSAGE data 0/chat, INFO
engineio.server, 845, 2022-09-15 20:46:53,845, 358f825536994aa9944339ab4e9c78ed: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 848, 2022-09-15 20:46:53,848, 358f825536994aa9944339ab4e9c78ed: Received request to upgrade to websocket, INFO
engineio.server, 859, 2022-09-15 20:46:53,859, 358f825536994aa9944339ab4e9c78ed: Upgrade to websocket successful, INFO
engineio.server, 860, 2022-09-15 20:46:53,860, 358f825536994aa9944339ab4e9c78ed: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 860, 2022-09-15 20:46:53,860, received event "joined" from 358f825536994aa9944339ab4e9c78ed [/chat], INFO
socketio.server, 862, 2022-09-15 20:46:53,862, 358f825536994aa9944339ab4e9c78ed is entering room room [/chat], INFO
socketio.server, 862, 2022-09-15 20:46:53,862, emitting event "status" to room [/chat], INFO
engineio.server, 863, 2022-09-15 20:46:53,863, 358f825536994aa9944339ab4e9c78ed: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 366, 2022-09-15 20:46:54,366, b207470c59c246f89bd18dfec680743a: Sending packet OPEN data {'sid': 'b207470c59c246f89bd18dfec680743a', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 366, 2022-09-15 20:46:54,366, b207470c59c246f89bd18dfec680743a: Sending packet MESSAGE data 0, INFO
engineio.server, 378, 2022-09-15 20:46:54,378, b207470c59c246f89bd18dfec680743a: Received packet MESSAGE data 0/chat, INFO
engineio.server, 380, 2022-09-15 20:46:54,380, b207470c59c246f89bd18dfec680743a: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 382, 2022-09-15 20:46:54,382, b207470c59c246f89bd18dfec680743a: Received request to upgrade to websocket, INFO
engineio.server, 391, 2022-09-15 20:46:54,391, b207470c59c246f89bd18dfec680743a: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 391, 2022-09-15 20:46:54,391, received event "joined" from b207470c59c246f89bd18dfec680743a [/chat], INFO
socketio.server, 393, 2022-09-15 20:46:54,393, b207470c59c246f89bd18dfec680743a is entering room room [/chat], INFO
socketio.server, 394, 2022-09-15 20:46:54,394, emitting event "status" to room [/chat], INFO
engineio.server, 395, 2022-09-15 20:46:54,395, 358f825536994aa9944339ab4e9c78ed: Sending packet MESSAGE data 2/chat,["status",{"msg":"client\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 399, 2022-09-15 20:46:54,399, b207470c59c246f89bd18dfec680743a: Sending packet MESSAGE data 2/chat,["status",{"msg":"client\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 405, 2022-09-15 20:46:54,405, b207470c59c246f89bd18dfec680743a: Upgrade to websocket successful, INFO
engineio.server, 792, 2022-09-15 20:47:18,792, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 157, 2022-09-15 20:47:24,157, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 161, 2022-09-15 20:47:24,161, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 162, 2022-09-15 20:47:24,162, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 162, 2022-09-15 20:47:24,162, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 162, 2022-09-15 20:47:24,162, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 175, 2022-09-15 20:47:49,175, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 176, 2022-09-15 20:47:49,176, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 196, 2022-09-15 20:47:49,196, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 197, 2022-09-15 20:47:49,197, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 798, 2022-09-15 20:47:49,798, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 799, 2022-09-15 20:47:49,799, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 442, 2022-09-15 20:48:09,442, b207470c59c246f89bd18dfec680743a: Received packet MESSAGE data 2/chat,["text",{"msg":"ぞし"}], INFO
socketio.server, 443, 2022-09-15 20:48:09,443, received event "text" from b207470c59c246f89bd18dfec680743a [/chat], INFO
socketio.server, 447, 2022-09-15 20:48:09,447, emitting event "message" to room [/chat], INFO
engineio.server, 449, 2022-09-15 20:48:09,449, 358f825536994aa9944339ab4e9c78ed: Sending packet MESSAGE data 2/chat,["message",{"msg":"client:\u314e\u3147"}], INFO
engineio.server, 450, 2022-09-15 20:48:09,450, b207470c59c246f89bd18dfec680743a: Sending packet MESSAGE data 2/chat,["message",{"msg":"client:\u314e\u3147"}], INFO
engineio.server, 183, 2022-09-15 20:48:14,183, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 184, 2022-09-15 20:48:14,184, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 213, 2022-09-15 20:48:14,213, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 213, 2022-09-15 20:48:14,213, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 798, 2022-09-15 20:48:15,798, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 799, 2022-09-15 20:48:15,799, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 153, 2022-09-15 20:48:17,153, 358f825536994aa9944339ab4e9c78ed: Received packet MESSAGE data 2/chat,["text",{"msg":"辰特 鳶填 砺什闘 (硲什闘)"}], INFO
socketio.server, 155, 2022-09-15 20:48:17,155, received event "text" from 358f825536994aa9944339ab4e9c78ed [/chat], INFO
socketio.server, 159, 2022-09-15 20:48:17,159, emitting event "message" to room [/chat], INFO
engineio.server, 159, 2022-09-15 20:48:17,159, 358f825536994aa9944339ab4e9c78ed: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\ucc44\ud305 \ud328\ud0b7 \ud14c\uc2a4\ud2b8 (\ud638\uc2a4\ud2b8)"}], INFO
engineio.server, 160, 2022-09-15 20:48:17,160, b207470c59c246f89bd18dfec680743a: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\ucc44\ud305 \ud328\ud0b7 \ud14c\uc2a4\ud2b8 (\ud638\uc2a4\ud2b8)"}], INFO
engineio.server, 227, 2022-09-15 20:48:39,227, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 227, 2022-09-15 20:48:39,227, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 796, 2022-09-15 20:48:39,796, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 797, 2022-09-15 20:48:39,797, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 793, 2022-09-15 20:48:41,793, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 793, 2022-09-15 20:48:41,793, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 242, 2022-09-15 20:49:04,242, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 242, 2022-09-15 20:49:04,242, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 792, 2022-09-15 20:49:05,792, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 793, 2022-09-15 20:49:05,793, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 799, 2022-09-15 20:49:07,799, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 801, 2022-09-15 20:49:07,801, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 257, 2022-09-15 20:49:29,257, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 259, 2022-09-15 20:49:29,259, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 803, 2022-09-15 20:49:31,803, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 805, 2022-09-15 20:49:31,805, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 801, 2022-09-15 20:49:33,801, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 803, 2022-09-15 20:49:33,803, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 276, 2022-09-15 20:49:54,276, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 277, 2022-09-15 20:49:54,277, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 788, 2022-09-15 20:49:57,788, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 789, 2022-09-15 20:49:57,789, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 802, 2022-09-15 20:49:59,802, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 802, 2022-09-15 20:49:59,802, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 294, 2022-09-15 20:50:19,294, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 296, 2022-09-15 20:50:19,296, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 802, 2022-09-15 20:50:23,802, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 804, 2022-09-15 20:50:23,804, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 799, 2022-09-15 20:50:25,799, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 801, 2022-09-15 20:50:25,801, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 312, 2022-09-15 20:50:44,312, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 314, 2022-09-15 20:50:44,314, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 292, 2022-09-15 20:50:49,292, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 294, 2022-09-15 20:50:49,294, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 795, 2022-09-15 20:50:51,795, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 26, 2022-09-15 20:51:02,026, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 327, 2022-09-15 20:51:09,327, b207470c59c246f89bd18dfec680743a: Received packet PING data None, INFO
engineio.server, 328, 2022-09-15 20:51:09,328, b207470c59c246f89bd18dfec680743a: Sending packet PONG data None, INFO
engineio.server, 797, 2022-09-15 20:51:14,797, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 20:51:14,798, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 791, 2022-09-15 20:51:27,791, 93b1f7eff61f4fd68debe7464b47e546: Received packet PING data None, INFO
engineio.server, 482, 2022-09-15 20:52:11,482, 93b1f7eff61f4fd68debe7464b47e546: Sending packet PONG data None, INFO
engineio.server, 483, 2022-09-15 20:52:11,483, b207470c59c246f89bd18dfec680743a: Unexpected error "timed out", closing connection, INFO
engineio.server, 499, 2022-09-15 20:52:11,499, 358f825536994aa9944339ab4e9c78ed: Received packet PING data None, INFO
engineio.server, 500, 2022-09-15 20:52:11,500, 358f825536994aa9944339ab4e9c78ed: Sending packet PONG data None, INFO
engineio.server, 665, 2022-09-15 20:52:30,665, Server initialized for eventlet., INFO
werkzeug, 671, 2022-09-15 20:52:30,671,  * Restarting with stat, INFO
engineio.server, 489, 2022-09-15 20:52:31,489, Server initialized for eventlet., INFO
werkzeug, 493, 2022-09-15 20:52:31,493,  * Debugger is active!, WARNING
werkzeug, 497, 2022-09-15 20:52:31,497,  * Debugger PIN: 141-603-018, INFO
engineio.server, 799, 2022-09-15 20:52:32,799, d9be6e61f38449c1a33eb279abb5051b: Sending packet OPEN data {'sid': 'd9be6e61f38449c1a33eb279abb5051b', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 800, 2022-09-15 20:52:32,800, d9be6e61f38449c1a33eb279abb5051b: Sending packet MESSAGE data 0, INFO
engineio.server, 802, 2022-09-15 20:52:32,802, 54702d5c3bf5491e80a25108c4ecb424: Sending packet OPEN data {'sid': '54702d5c3bf5491e80a25108c4ecb424', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 802, 2022-09-15 20:52:32,802, 54702d5c3bf5491e80a25108c4ecb424: Sending packet MESSAGE data 0, INFO
engineio.server, 806, 2022-09-15 20:52:32,806, d9be6e61f38449c1a33eb279abb5051b: Received packet MESSAGE data 0/chat, INFO
engineio.server, 808, 2022-09-15 20:52:32,808, d9be6e61f38449c1a33eb279abb5051b: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 813, 2022-09-15 20:52:32,813, 54702d5c3bf5491e80a25108c4ecb424: Received packet MESSAGE data 0/chat, INFO
engineio.server, 814, 2022-09-15 20:52:32,814, 54702d5c3bf5491e80a25108c4ecb424: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 830, 2022-09-15 20:52:32,830, d9be6e61f38449c1a33eb279abb5051b: Received request to upgrade to websocket, INFO
engineio.server, 835, 2022-09-15 20:52:32,835, d9be6e61f38449c1a33eb279abb5051b: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 836, 2022-09-15 20:52:32,836, received event "joined" from d9be6e61f38449c1a33eb279abb5051b [/chat], INFO
socketio.server, 837, 2022-09-15 20:52:32,837, d9be6e61f38449c1a33eb279abb5051b is entering room room [/chat], INFO
socketio.server, 837, 2022-09-15 20:52:32,837, emitting event "status" to room [/chat], INFO
